Date,Open,High,Low,Close,Adj Close,Volume
4/12/2021,410.850006,411.929993,410.200012,411.640015,410.297699,56704900
4/13/2021,411.529999,413.529999,411.119995,412.859985,411.513672,56551000
4/14/2021,412.829987,413.959991,410.869995,411.450012,410.108307,61659900
4/15/2021,413.73999,416.160004,413.690002,415.869995,414.513885,60229800
4/16/2021,417.25,417.910004,415.730011,417.26001,415.899353,82037300
4/19/2021,416.26001,416.73999,413.790009,415.209991,413.856018,78498500
4/20/2021,413.910004,415.089996,410.589996,412.170013,410.825958,81851800
4/21/2021,411.51001,416.290009,411.359985,416.070007,414.713226,66793000
4/22/2021,415.890015,416.779999,411.130005,412.269989,410.925629,97582800
4/23/2021,412.869995,418.25,412.790009,416.73999,415.381042,73209200
4/26/2021,417.440002,418.220001,416.809998,417.609985,416.248199,52182400
4/27/2021,417.929993,418.140015,416.299988,417.519989,416.158508,51303100
4/28/2021,417.809998,419.01001,416.899994,417.399994,416.038879,51238900
4/29/2021,420.320007,420.720001,416.440002,420.059998,418.690216,78544300
4/30/2021,417.630005,418.540009,416.339996,417.299988,415.939209,85527000
5/3/2021,419.429993,419.839996,417.670013,418.200012,416.836304,68128300
5/4/2021,416.070007,416.600006,411.670013,415.619995,414.264709,101591200
5/5/2021,417.380005,417.630005,415.149994,415.75,414.394287,60162200
5/6/2021,415.829987,419.209991,413.679993,419.070007,417.703461,74321400
5/7/2021,419.890015,422.820007,419.160004,422.119995,420.7435,67733800
5/10/2021,422.5,422.73999,417.809998,417.940002,416.577148,81852400
5/11/2021,413.100006,415.269989,410.059998,414.209991,412.859283,116888000
5/12/2021,411.230011,412.589996,404,405.410004,404.088013,134811000
5/13/2021,407.070007,412.350006,407.019989,410.279999,408.942108,106394000
5/14/2021,413.209991,417.48999,413.179993,416.579987,415.221558,82201600
5/17/2021,415.390015,416.390015,413.359985,415.519989,414.165009,65129200
5/18/2021,415.799988,416.059998,411.769989,411.940002,410.59671,59810200
5/19/2021,406.920013,411.049988,405.329987,410.859985,409.520203,106467100
5/20/2021,411.799988,416.630005,411.670013,415.279999,413.925812,78022200
5/21/2021,416.869995,418.200012,414.450012,414.940002,413.586914,76578700
5/24/2021,417.339996,420.320007,417.079987,419.170013,417.803131,51376700
5/25/2021,420.329987,420.709991,417.619995,418.23999,416.87616,57451400
5/26/2021,418.869995,419.609985,417.76001,419.070007,417.703461,43088600
5/27/2021,420.170013,420.720001,418.98999,419.290009,417.922729,56707700
5/28/2021,420.970001,421.25,419.790009,420.040009,418.670288,58520200
6/1/2021,422.570007,422.720001,419.200012,419.670013,418.301514,54216600
6/2/2021,420.369995,421.230011,419.290009,420.329987,418.95932,49097100
6/3/2021,417.850006,419.98999,416.279999,418.769989,417.404419,58138800
6/4/2021,420.75,422.920013,418.839996,422.600006,421.221954,55938800
6/7/2021,422.589996,422.779999,421.190002,422.190002,420.813293,51555000
6/8/2021,423.109985,423.209991,420.320007,422.279999,420.902985,47134300
6/9/2021,423.179993,423.26001,421.410004,421.649994,420.275024,48436300
6/10/2021,422.959991,424.630005,421.549988,423.609985,422.228638,51020100
6/11/2021,424.200012,424.429993,422.820007,424.309998,422.926361,45570800
6/14/2021,424.429993,425.369995,423.100006,425.26001,423.87326,42358500
6/15/2021,425.420013,425.459991,423.540009,424.480011,423.095825,51508500
6/16/2021,424.630005,424.869995,419.920013,422.109985,420.733521,80386100
6/17/2021,421.670013,423.019989,419.320007,421.970001,420.593994,90949700
6/18/2021,417.089996,417.829987,414.700012,414.920013,414.920013,118676300
6/21/2021,416.799988,421.059998,415.929993,420.859985,420.859985,72822000
6/22/2021,420.850006,424,420.079987,423.109985,423.109985,57700300
6/23/2021,423.190002,424.049988,422.51001,422.600006,422.600006,49445400
6/24/2021,424.890015,425.549988,424.619995,425.100006,425.100006,45110300
6/25/2021,425.899994,427.089996,425.549988,426.609985,426.609985,58129500
6/28/2021,427.170013,427.649994,425.890015,427.470001,427.470001,53159600
6/29/2021,427.880005,428.559998,427.130005,427.700012,427.700012,35970500
6/30/2021,427.209991,428.779999,427.179993,428.059998,428.059998,64827900
7/1/2021,428.869995,430.600006,428.799988,430.429993,430.429993,53441000
7/2/2021,431.670013,434.100006,430.519989,433.720001,433.720001,57697700
